x, y, cal_s11, acc_s11, s11_error,, cal_s22, acc_s22, s22_error, cal_s12, acc_s12, s12_error,,0,3761
1.476253,0.204171,-2.665514,-2.25354,-18.281216,18.281216,1.325772,0.920433,44.037821,1.247415,1.37466,-9.256488,,,
2.522986,0.296602,-6.86244,-6.677575,-2.768443,2.768443,-0.16024,-0.307792,47.938814,0.739847,0.716316,3.284916,,,
2.548796,0.373798,-6.86244,-6.860841,-0.023303,0.023303,-0.16024,-0.252249,36.475489,0.739847,0.857916,-13.762304,,,
2.463728,0.356903,-6.86244,-6.653032,-3.147549,3.147549,-0.16024,-0.252437,36.522577,0.739847,0.89454,-17.293085,,,
1.936603,3.535243,-10.931641,-10.73181,-1.862044,1.862044,0.21565,0.069144,211.886191,-0.268823,-0.247562,-8.588308,,,
2.017185,3.513154,-10.931641,-10.73301,-1.850655,1.850655,0.21565,0.118655,81.745385,-0.268823,-0.218961,-22.77234,,,
1.984767,3.627935,-10.931641,-10.696191,-2.201243,2.201243,0.21565,0.065481,229.332265,-0.268823,-0.238329,-12.794985,,,
2.526433,4.900355,-10.503885,-10.388545,-1.110254,1.110254,0.116649,0.006905,1589.430609,-0.170485,-0.161547,-5.532743,,,
2.408878,4.937365,-10.503885,-10.382222,-1.171838,1.171838,0.116649,-0.025637,555.004174,-0.170485,-0.174907,2.528323,,,
3.947341,2.279747,-10.088067,-9.862711,-2.28492,2.28492,0.451846,0.343735,31.45167,0.644975,0.594996,8.399833,,,
3.836841,2.35258,-10.088067,-9.933222,-1.558858,1.558858,0.451846,0.381021,18.588085,0.644975,0.589538,9.403528,,,
3.837764,2.216005,-10.088067,-9.853414,-2.381436,2.381436,0.451846,0.362508,24.644238,0.644975,0.627738,2.745896,,,
4.893546,0.843198,-9.376227,-9.131198,-2.683419,2.683419,-0.081048,-0.104473,22.422193,0.286095,0.308109,-7.144863,,,
4.927455,0.73877,-9.376227,-9.108981,-2.933871,2.933871,-0.081048,-0.120821,32.919026,0.286095,0.271291,5.456967,,,
2.176026,1.013901,-8.79051,-8.547136,-2.84743,2.84743,1.035393,0.779442,32.837689,2.012656,1.928598,4.358502,,,
2.109934,1.00455,-8.79051,-8.540829,-2.923385,2.923385,1.035393,0.84967,21.858198,2.012656,2.010685,0.098062,,,
2.127268,0.940282,-8.79051,-8.258859,-6.437345,6.437345,1.035393,0.747538,38.50696,2.012656,2.013691,-0.051379,,,
2.166227,4.799051,-10.485512,-10.400512,-0.817265,0.817265,0.021255,-0.076684,127.717648,-0.204033,-0.203259,-0.381092,,,
2.253875,4.898195,-10.485512,-10.38576,-0.960468,0.960468,0.021255,-0.061766,134.412002,-0.204033,-0.191731,-6.416445,,,
2.126376,4.927737,-10.485512,-10.376574,-1.04984,1.04984,0.021255,-0.099784,121.300831,-0.204033,-0.202234,-0.889828,,,
1.2018,1.592955,-12.766481,-12.363597,-3.258628,3.258628,1.210818,0.984617,22.973518,0.370372,0.380978,-2.783736,,,
1.23087,1.654268,-12.766481,-12.284565,-3.922938,3.922938,1.210818,0.933019,29.77425,0.370372,0.288598,28.33522,,,
1.154436,1.639563,-12.766481,-12.462416,-2.439856,2.439856,1.210818,0.78567,54.112889,0.370372,0.181019,104.604416,,,
2.463759,3.099115,-10.943858,-10.734037,-1.954723,1.954723,0.521231,0.44633,16.781678,-0.011989,0.057297,-120.92409,,,
2.389565,3.178512,-10.943858,-10.747576,-1.826293,1.826293,0.521231,0.396212,31.553507,-0.011989,-0.001765,-579.247906,,,
2.342056,3.099606,-10.943858,-10.77914,-1.528118,1.528118,0.521231,0.417202,24.934882,-0.011989,0.005115,-334.368018,,,
1.635643,1.877249,-11.631539,-11.508187,-1.071863,1.071863,1.204896,1.066509,12.975708,0.530028,0.467279,13.42857,,,
1.625569,1.802859,-11.631539,-11.500669,-1.137935,1.137935,1.204896,1.150587,4.720184,0.530028,0.584394,-9.302915,,,
1.700441,1.807525,-11.631539,-11.367677,-2.321166,2.321166,1.204896,1.169598,3.017959,0.530028,0.6608,-19.789932,,,
0.698364,2.087547,-12.63643,-12.079424,-4.611194,4.611194,-0.979703,-1.217188,19.510997,-0.803594,-0.748698,-7.332146,,,
0.670399,2.03153,-12.63643,-12.205627,-3.529541,3.529541,-0.979703,-1.306155,24.993402,-0.803594,-0.754833,-6.459882,,,
0.717988,1.995249,-12.63643,-12.292413,-2.798613,2.798613,-0.979703,-1.135606,13.728664,-0.803594,-0.747098,-7.562009,,,
0.895619,1.536924,-13.670502,-13.191235,-3.633218,3.633218,0.544627,0.075157,624.656022,-0.038403,-0.05114,24.905579,,,
0.944299,1.508734,-13.670502,-13.096448,-4.383278,4.383278,0.544627,0.337252,61.489538,-0.038403,0.112918,-134.009838,,,
0.945959,1.572814,-13.670502,-13.010314,-5.074339,5.074339,0.544627,0.227452,139.447186,-0.038403,-0.052449,26.779136,,,
2.532613,0.914938,-8.381853,-8.208768,-2.108534,2.108534,0.406856,0.330094,23.254796,1.422042,1.516006,-6.198135,,,
2.605474,0.866806,-8.381853,-8.107212,-3.387615,3.387615,0.406856,0.231122,76.035181,1.422042,1.416506,0.3908,,,
2.596809,0.935873,-8.381853,-8.28777,-1.135202,1.135202,0.406856,0.309206,31.580841,1.422042,1.454296,-2.21782,,,
3.157242,0.978875,-8.64574,-8.583743,-0.722269,0.722269,0.136,0.093134,46.025864,1.034283,0.995518,3.893942,,,
3.140318,0.894764,-8.64574,-8.44627,-2.361634,2.361634,0.136,0.040358,236.984847,1.034283,0.969155,6.720087,,,
3.22194,0.884021,-8.64574,-8.472814,-2.040959,2.040959,0.136,0.013662,895.430279,1.034283,0.90927,13.748712,,,
2.567694,3.611271,-10.812542,-10.619829,-1.81465,1.81465,0.450728,0.285297,57.985739,-0.019317,-0.051306,62.349808,,,
2.681297,3.528857,-10.812542,-10.607335,-1.934571,1.934571,0.450728,0.334486,34.752555,-0.019317,0.002448,-888.963054,,,
2.697136,3.648217,-10.812542,-10.586629,-2.133944,2.133944,0.450728,0.301762,49.36559,-0.019317,-0.02027,4.701265,,,
2.286561,3.136924,-10.961109,-10.790283,-1.583146,1.583146,0.487408,0.38406,26.909317,-0.02236,-0.03234,30.859871,,,
2.33407,3.215831,-10.961109,-10.757489,-1.892815,1.892815,0.487408,0.364906,33.571,-0.02236,-0.036719,39.104564,,,
2.24178,3.248388,-10.961109,-10.775715,-1.720475,1.720475,0.487408,0.320229,52.206028,-0.02236,-0.084756,73.618152,,,
3.339102,1.266931,-9.158449,-9.036985,-1.344072,1.344072,0.271126,0.210372,28.879407,0.942883,0.946866,-0.42065,,,
3.268251,1.216937,-9.158449,-8.962876,-2.182032,2.182032,0.271126,0.20683,31.086249,0.942883,0.982109,-3.994025,,,
3.338112,1.156488,-9.158449,-8.890367,-3.015415,3.015415,0.271126,0.149409,81.465255,0.942883,0.933131,1.045115,,,
1.32425,1.303122,-11.890013,-11.567386,-2.789116,2.789116,2.01653,1.660565,21.436323,1.537717,1.501028,2.444218,,,
1.37436,1.26675,-11.890013,-11.26248,-5.57189,5.57189,2.01653,1.728219,16.682498,1.537717,1.691362,-9.084112,,,
1.391153,1.332605,-11.890013,-11.425858,-4.062327,4.062327,2.01653,1.657432,21.665887,1.537717,1.483897,3.626905,,,
1.162541,0.35627,-1.792057,-1.632947,-9.74375,9.74375,3.729585,2.837984,31.416678,1.809649,1.803302,0.352003,,,
1.120052,0.361234,-1.792057,-1.400695,-27.940526,27.940526,3.729585,3.120043,19.536325,1.809649,1.540722,17.454662,,,
1.116015,0.324705,-1.792057,-0.976285,-83.558791,83.558791,3.729585,3.470104,7.477621,1.809649,1.245965,45.240809,,,
1.73398,1.042507,-9.195679,-9.148261,-0.518322,0.518322,1.604972,1.439706,11.47919,2.348788,2.360986,-0.51667,,,
1.685061,1.003303,-9.195679,-9.007091,-2.093774,2.093774,1.604972,1.48519,8.065119,2.348788,2.471863,-4.979056,,,
1.733407,0.967723,-9.195679,-8.70878,-5.5909,5.5909,1.604972,1.371776,16.999603,2.348788,2.484038,-5.444766,,,
2.320151,0.575412,-7.200564,-6.952134,-3.573436,3.573436,0.224175,0.046577,381.299606,1.513936,1.475249,2.622431,,,
2.32068,0.653477,-7.200564,-7.217228,0.230894,0.230894,0.224175,0.152464,47.034368,1.513936,1.585221,-4.496796,,,
2.258203,0.626693,-7.200564,-7.038971,-2.295681,2.295681,0.224175,0.159681,40.388805,1.513936,1.638174,-7.583904,,,
1.992176,0.232221,-4.675126,-4.97713,6.067835,6.067835,-0.192318,-0.184373,-4.309,0.831147,0.983799,-15.516551,,,
1.952403,0.196612,-4.675126,-4.723352,1.021018,1.021018,-0.192318,-0.186853,-2.924824,0.831147,0.878392,-5.378564,,,
1.986538,0.154715,-4.675126,-4.775477,2.101395,2.101395,-0.192318,-0.247822,22.396901,0.831147,0.674388,23.244557,,,
2.129846,3.32862,-10.985025,-10.778082,-1.920039,1.920039,0.31055,0.24142,28.634719,-0.22265,-0.14975,-48.681278,,,
2.059227,3.414188,-10.985025,-10.761909,-2.073205,2.073205,0.31055,0.174988,77.469327,-0.22265,-0.191955,-15.990647,,,
2.001734,3.339729,-10.985025,-10.796595,-1.745278,1.745278,0.31055,0.174717,77.744014,-0.22265,-0.203325,-9.50436,,,
2.374999,4.992802,-10.45323,-10.373004,-0.773407,0.773407,0.057892,-0.039807,245.432268,-0.185535,-0.177654,-4.43637,,,
0.17727,4.789697,-10.357248,-10.248733,-1.058808,1.058808,-0.474603,-0.619486,23.387646,-0.011522,-0.043899,73.753471,,,
0.160296,4.901128,-10.357248,-10.235865,-1.185856,1.185856,-0.474603,-0.59407,20.109992,-0.011522,-0.037261,69.076947,,,
0.067513,4.859539,-10.357248,-10.238942,-1.155452,1.155452,-0.474603,-0.607483,21.87387,-0.011522,-0.01614,28.611577,,,
0.592522,3.860429,-10.609919,-10.453315,-1.498131,1.498131,-0.683483,-0.797463,14.292843,-0.249211,-0.239926,-3.870064,,,
0.660951,3.809606,-10.609919,-10.479493,-1.244586,1.244586,-0.683483,-0.780119,12.387355,-0.249211,-0.269071,7.380981,,,
0.708754,3.880178,-10.609919,-10.466259,-1.372606,1.372606,-0.683483,-0.736233,7.164791,-0.249211,-0.27051,7.873818,,,
0.741209,3.359297,-10.880409,-10.673248,-1.940942,1.940942,-0.683772,-0.859847,20.47742,-0.382654,-0.385569,0.755979,,,
0.819418,3.324362,-10.880409,-10.710427,-1.587076,1.587076,-0.683772,-0.800209,14.550816,-0.382654,-0.414003,7.571979,,,
0.845162,3.400565,-10.880409,-10.677972,-1.895837,1.895837,-0.683772,-0.76141,10.196618,-0.382654,-0.400884,4.547296,,,
1.3637,0.979248,-9.91145,-9.620053,-3.029054,3.029054,2.156085,1.88765,14.22056,2.952661,2.686109,9.923358,,,
1.311734,1.007671,-9.91145,-10.018607,1.069585,1.069585,2.156085,1.902794,13.311531,2.952661,2.588146,14.084027,,,
1.322165,0.938822,-9.91145,-9.3983,-5.460027,5.460027,2.156085,1.905377,13.15792,2.952661,2.811963,5.003557,,,
1.375057,1.365577,-11.82019,-11.571419,-2.14987,2.14987,1.637085,1.608262,1.792168,1.389559,1.353447,2.668177,,,
1.30998,1.398637,-11.82019,-11.864151,0.370537,0.370537,1.637085,1.508002,8.559851,1.389559,1.148434,20.995999,,,
1.308155,1.336094,-11.82019,-11.722261,-0.835411,0.835411,1.637085,1.601396,2.228635,1.389559,1.36072,2.119377,,,
1.049784,0.211025,0.356581,0.180703,97.330335,97.330335,6.270988,5.907572,6.151682,0.141061,-0.231184,161.017041,,,
1.027932,0.246018,0.356581,0.161985,120.131886,120.131886,6.270988,5.800601,8.109278,0.141061,-0.45022,131.331645,,,
1.004014,0.208463,0.356581,0.315515,13.015574,13.015574,6.270988,7.132741,-12.081655,0.141061,-1.069736,113.186563,,,
4.943344,4.312641,-10.311485,-10.168733,-1.403831,1.403831,0.252983,0.231774,9.150689,0.173583,0.175391,-1.030547,,,
4.922931,4.435053,-10.311485,-10.179699,-1.294595,1.294595,0.252983,0.227068,11.412739,0.173583,0.158768,9.331311,,,
4.785919,4.324127,-10.311485,-10.190503,-1.187204,1.187204,0.252983,0.239115,5.799662,0.173583,0.166187,4.450616,,,
0.842883,3.749189,-10.652403,-10.532545,-1.137978,1.137978,-0.59129,-0.691517,14.493681,-0.324982,-0.325764,0.240039,,,
0.89044,3.832998,-10.652403,-10.512934,-1.326639,1.326639,-0.59129,-0.646389,8.524056,-0.324982,-0.319213,-1.807379,,,
0.804724,3.862608,-10.652403,-10.488056,-1.566985,1.566985,-0.59129,-0.689799,14.280732,-0.324982,-0.296781,-9.502509,,,
0.247562,4.016448,-10.549266,-10.375867,-1.671178,1.671178,-0.6832,-0.849875,19.611694,-0.109811,-0.098667,-11.29487,,,
0.344602,4.007895,-10.549266,-10.385339,-1.578447,1.578447,-0.6832,-0.832464,17.930382,-0.109811,-0.135865,19.176506,,,
0.3393,4.09749,-10.549266,-10.365353,-1.774311,1.774311,-0.6832,-0.801646,14.775375,-0.109811,-0.12627,13.034975,,,
3.301156,1.109507,-9.00528,-8.818903,-2.113377,2.113377,0.267737,0.133161,101.061782,1.059856,0.944586,12.203242,,,
3.231295,1.169957,-9.00528,-8.891066,-1.284597,1.284597,0.267737,0.191986,39.456368,1.059856,0.998128,6.184383,,,
3.191281,1.079011,-9.00528,-8.747972,-2.941348,2.941348,0.267737,0.148711,80.038937,1.059856,1.005052,5.452828,,,
3.090047,1.714021,-9.905383,-9.673638,-2.39564,2.39564,0.629712,0.521649,20.715759,0.953924,0.972707,-1.931068,,,
3.167347,1.65995,-9.905383,-9.575742,-3.442459,3.442459,0.629712,0.46574,35.206681,0.953924,0.967532,-1.406458,,,
3.215733,1.73507,-9.905383,-9.647177,-2.676498,2.676498,0.629712,0.469624,34.088564,0.953924,0.923169,3.331463,,,
1.326951,0.593357,-5.82109,-5.418899,-7.422009,7.422009,1.856198,1.730081,7.289662,3.474433,3.128078,11.072456,,,
1.38095,0.615989,-5.82109,-5.778458,-0.737788,0.737788,1.856198,1.62239,14.411362,3.474433,3.122799,11.260207,,,
1.340449,0.654172,-5.82109,-6.207088,6.218664,6.218664,1.856198,1.738414,6.775378,3.474433,3.192118,8.844118,,,
2.574519,4.631736,-10.55238,-10.431192,-1.161792,1.161792,0.144453,0.055189,161.741524,-0.161005,-0.151056,-6.585928,,,
2.452978,4.648806,-10.55238,-10.430637,-1.167172,1.167172,0.144453,0.022053,555.023929,-0.161005,-0.169578,5.055408,,,
2.499084,4.551656,-10.55238,-10.447039,-1.008333,1.008333,0.144453,0.048908,195.359038,-0.161005,-0.160771,-0.145624,,,
2.26553,0.148945,-5.862867,-5.786861,-1.313438,1.313438,-0.252264,-0.366663,31.2,0.599482,0.484039,23.850029,,,
2.272833,0.224732,-5.862867,-5.919036,0.948944,0.948944,-0.252264,-0.321056,21.426784,0.599482,0.712319,-15.840754,,,
2.231232,0.1925,-5.862867,-5.7379,-2.177924,2.177924,-0.252264,-0.333348,24.324175,0.599482,0.642398,-6.68051,,,
2.245964,1.231246,-9.455333,-9.265797,-2.04554,2.04554,1.082157,0.905465,19.513964,1.793975,1.708792,4.985007,,,
2.200622,1.281335,-9.455333,-9.465886,0.111484,0.111484,1.082157,0.988339,9.492482,1.793975,1.688342,6.25666,,,
2.173303,1.213696,-9.455333,-9.280294,-1.886128,1.886128,1.082157,0.973358,11.177751,1.793975,1.779519,0.812353,,,
1.135893,0.430896,-1.794067,-2.40721,25.471124,25.471124,2.676846,2.548643,5.030248,2.412563,2.137171,12.885845,,,
1.125021,0.387781,-1.794067,-1.757674,-2.070482,2.070482,2.676846,2.881794,-7.111795,2.412563,1.769294,36.357386,,,
1.16751,0.382818,-1.794067,-1.98031,9.40476,9.40476,2.676846,2.656397,0.769832,2.412563,2.001481,20.538903,,,
0.463809,3.394673,-10.717483,-10.594885,-1.15715,1.15715,-0.957962,-1.046407,8.45219,-0.231291,-0.269761,14.260559,,,
0.488277,3.473078,-10.717483,-10.566886,-1.425184,1.425184,-0.957962,-0.996012,3.820227,-0.231291,-0.266307,13.148462,,,
0.40135,3.487801,-10.717483,-10.546101,-1.625075,1.625075,-0.957962,-1.034096,7.362327,-0.231291,-0.223104,-3.669765,,,
1.087626,0.321973,-0.799607,-0.74526,-7.292361,7.292361,3.878708,3.785097,2.473146,0.392422,0.938128,-58.169715,,,
1.091663,0.358502,-0.799607,-1.156862,30.881367,30.881367,3.878708,3.356117,15.5713,0.392422,1.260579,-68.869728,,,
1.048985,0.345345,-0.799607,-0.661039,-20.962273,20.962273,3.878708,3.852364,0.68386,0.392422,0.633962,-38.100108,,,
2.590555,0.107069,-6.699919,-6.636384,-0.957364,0.957364,-0.282705,-0.398653,29.084823,0.130343,0.251452,-48.163775,,,
2.525298,0.097661,-6.699919,-6.474644,-3.479346,3.479346,-0.282705,-0.403186,29.882239,0.130343,0.244958,-46.789655,,,
2.548408,0.040946,-6.699919,-6.51061,-2.907696,2.907696,-0.282705,-0.41219,31.413932,0.130343,0.100759,29.361003,,,
0.895666,3.387627,-10.932515,-10.696367,-2.207735,2.207735,-0.596869,-0.719678,17.064445,-0.47358,-0.413097,-14.6415,,,
0.869922,3.311424,-10.932515,-10.72988,-1.888503,1.888503,-0.596869,-0.75598,21.046903,-0.47358,-0.427196,-10.857878,,,
0.943227,3.307545,-10.932515,-10.74985,-1.699226,1.699226,-0.596869,-0.686527,13.059669,-0.47358,-0.438616,-7.97157,,,
1.21439,2.652482,-11.51079,-11.29308,-1.927824,1.927824,-0.124573,-0.242514,48.632562,-0.556098,-0.512801,-8.443128,,,
1.230894,2.5808,-11.51079,-11.362248,-1.307337,1.307337,-0.124573,-0.177356,29.761136,-0.556098,-0.50167,-10.849419,,,
1.309829,2.604621,-11.51079,-11.332195,-1.576004,1.576004,-0.124573,-0.07092,-75.651805,-0.556098,-0.455359,-22.123028,,,
1.656473,2.626323,-11.487033,-11.220967,-2.371144,2.371144,0.459184,0.327302,40.293905,-0.274582,-0.213011,-28.905312,,,
1.652276,2.713934,-11.487033,-11.169985,-2.838388,2.838388,0.459184,0.260349,76.372622,-0.274582,-0.248036,-10.702571,,,
1.57625,2.674759,-11.487033,-11.218722,-2.391629,2.391629,0.459184,0.21348,115.094743,-0.274582,-0.288753,4.907509,,,
0.881011,0.732566,-6.990366,-6.901729,-1.284274,1.284274,-0.758306,-0.318768,-137.886246,3.051727,3.355015,-9.039832,,,
0.85942,0.768608,-6.990366,-7.803383,10.418776,10.418776,-0.758306,-0.523397,-44.881492,3.051727,3.524427,-13.412101,,,
0.828909,0.738376,-6.990366,-6.882199,-1.571687,1.571687,-0.758306,-1.249016,39.287759,3.051727,3.627216,-15.865847,,,
4.873189,1.466425,-9.590719,-9.374803,-2.303162,2.303162,0.058296,0.018809,209.94206,0.488399,0.441362,10.657228,,,
4.812094,1.581744,-9.590719,-9.420786,-1.803815,1.803815,0.058296,0.048252,20.815796,0.488399,0.466129,4.777675,,,
4.748289,1.482813,-9.590719,-9.367794,-2.379699,2.379699,0.058296,0.032404,79.900801,0.488399,0.470271,3.854705,,,
2.881363,4.527649,-10.59835,-10.431621,-1.598309,1.598309,0.259119,0.137548,88.384193,-0.106727,-0.095262,-12.035265,,,
2.778634,4.419934,-10.59835,-10.454957,-1.371529,1.371529,0.259119,0.136889,89.290503,-0.106727,-0.105547,-1.118427,,,
2.906905,4.37135,-10.59835,-10.450973,-1.410175,1.410175,0.259119,0.170294,52.159527,-0.106727,-0.077437,-37.824455,,,
0.385939,1.207762,-18.021184,-17.465125,-3.183823,3.183823,-2.205386,-2.670219,17.408053,1.530395,1.410014,8.537605,,,
0.433801,1.178685,-18.021184,-17.190479,-4.832352,4.832352,-2.205386,-2.463042,10.460893,1.530395,1.747378,-12.417589,,,
0.428316,1.236416,-18.021184,-16.713537,-7.823875,7.823875,-2.205386,-2.464309,10.506918,1.530395,1.102903,38.760647,,,
2.543123,0.208125,-6.787755,-6.607225,-2.732306,2.732306,-0.233869,-0.361825,35.36424,0.482111,0.504123,-4.366235,,,
2.523977,0.139456,-6.787755,-6.498309,-4.454175,4.454175,-0.233869,-0.390807,40.157577,0.482111,0.348475,38.348889,,,
2.589234,0.148864,-6.787755,-6.659826,-1.920906,1.920906,-0.233869,-0.386361,39.468836,0.482111,0.34823,38.446186,,,
1.150423,1.67521,-12.537233,-12.448503,-0.712779,0.712779,0.75482,0.709621,6.369419,-0.044756,0.096519,-146.370562,,,
1.226858,1.689915,-12.537233,-12.281017,-2.08628,2.08628,0.75482,0.860663,-12.297856,-0.044756,0.20416,-121.922145,,,
1.185749,1.735543,-12.537233,-12.334053,-1.647311,1.647311,0.75482,0.688422,9.64488,-0.044756,0.041722,-207.273052,,,
1.121078,1.886811,-12.496647,-12.26487,-1.889758,1.889758,0.469957,0.27951,68.136123,-0.420248,-0.28903,-45.399423,,,
1.175843,1.897735,-12.496647,-12.186455,-2.54538,2.54538,0.469957,0.400009,17.486494,-0.420248,-0.219905,-91.104728,,,
1.165921,1.960449,-12.496647,-12.120793,-3.100904,3.100904,0.469957,0.285453,64.635308,-0.420248,-0.30328,-38.567897,,,
0.826848,3.438555,-10.820516,-10.655422,-1.549393,1.549393,-0.721907,-0.768823,6.102402,-0.424876,-0.388112,-9.472581,,,
0.74616,3.476323,-10.820516,-10.619686,-1.891111,1.891111,-0.721907,-0.82304,12.287765,-0.424876,-0.359496,-18.186721,,,
0.722895,3.397287,-10.820516,-10.65043,-1.596991,1.596991,-0.721907,-0.863755,16.422288,-0.424876,-0.371092,-14.493404,,,
2.695069,1.427706,-9.564417,-9.426814,-1.459699,1.459699,0.75491,0.634606,18.957372,1.376186,1.282809,7.279081,,,
2.715379,1.343027,-9.564417,-9.248051,-3.420886,3.420886,0.75491,0.570714,32.27469,1.376186,1.312421,4.858592,,,
2.789707,1.382818,-9.564417,-9.29565,-2.891319,2.891319,0.75491,0.544828,38.559471,1.376186,1.250768,10.02732,,,
2.30764,2.436167,-11.077286,-10.837403,-2.213473,2.213473,0.88084,0.741227,18.835467,0.37102,0.360152,3.017615,,,
2.370522,2.521309,-11.077286,-10.801997,-2.548502,2.548502,0.88084,0.699145,25.988233,0.37102,0.326897,13.497612,,,
2.269312,2.521808,-11.077286,-10.875917,-1.851513,1.851513,0.88084,0.693265,27.056776,0.37102,0.274058,35.380126,,,
1.204332,4.716088,-10.465796,-10.342024,-1.196794,1.196794,-0.274791,-0.398787,31.093125,-0.24226,-0.231518,-4.640151,,,
1.131827,4.814396,-10.465796,-10.317629,-1.436066,1.436066,-0.274791,-0.414402,33.689621,-0.24226,-0.215079,-12.637642,,,
1.079198,4.728084,-10.465796,-10.326429,-1.349623,1.349623,-0.274791,-0.439713,37.506624,-0.24226,-0.218984,-10.628962,,,
0.789509,0.653305,-3.764955,-3.533302,-6.556285,6.556285,-2.757922,-2.902669,4.98667,3.124475,3.177365,-1.664592,,,
0.824826,0.662121,-3.764955,-4.339186,13.233607,13.233607,-2.757922,-1.79478,-53.663563,3.124475,3.077212,1.535895,,,
0.803689,0.701226,-3.764955,-5.515829,31.742716,31.742716,-2.757922,-2.101287,-31.249187,3.124475,3.60252,-13.269733,,,
1.953226,0.504355,-5.692249,-5.950638,4.342212,4.342212,0.243732,0.250881,-2.849291,1.86276,1.909416,-2.443444,,,
1.922195,0.454847,-5.692249,-5.619333,-1.297595,1.297595,0.243732,0.201682,20.850002,1.86276,1.838443,1.322727,,,
1.967302,0.432661,-5.692249,-5.637688,-0.967787,0.967787,0.243732,0.112039,117.542086,1.86276,1.700276,9.556349,,,
1.089408,1.188981,-12.625624,-12.105775,-4.294226,4.294226,1.475913,1.43482,2.86403,1.275524,1.632532,-21.868333,,,
1.066467,1.245958,-12.625624,-12.426723,-1.600591,1.600591,1.475913,1.279329,15.366184,1.275524,1.335186,-4.468391,,,
1.030468,1.200017,-12.625624,-12.433707,-1.543522,1.543522,1.475913,1.225386,20.444742,1.275524,1.497195,-14.805748,,,
0.822569,1.634384,-13.741472,-13.147673,-4.516376,4.516376,-0.153154,-0.411566,62.787576,-0.475477,-0.37829,-25.691349,,,
0.782774,1.584618,-13.741472,-13.353106,-2.908432,2.908432,-0.153154,-0.53768,71.51578,-0.475477,-0.334999,-41.933801,,,
0.838636,1.564415,-13.741472,-13.279165,-3.481444,3.481444,-0.153154,-0.234675,34.738007,-0.475477,-0.211544,-124.765529,,,
0.727591,1.653437,-13.459451,-13.249764,-1.58257,1.58257,-0.679691,-0.890562,23.678376,-0.327644,-0.519767,36.963433,,,
0.755013,1.606874,-13.459451,-13.345372,-0.854821,0.854821,-0.679691,-0.704682,3.546425,-0.327644,-0.412976,20.66289,,,
0.794807,1.656639,-13.459451,-13.137124,-2.453559,2.453559,-0.679691,-0.569903,-19.264347,-0.327644,-0.451671,27.459632,,,
2.236364,0.597257,-6.966602,-6.897466,-1.002341,1.002341,0.236023,0.133158,77.249704,1.675061,1.626853,2.963256,,,
2.233326,0.535733,-6.966602,-6.667464,-4.486534,4.486534,0.236023,0.046487,407.720581,1.675061,1.527025,9.694413,,,
2.298313,0.545976,-6.966602,-6.818892,-2.166189,2.166189,0.236023,0.020007,1079.704916,1.675061,1.455623,15.07514,,,
0.978663,1.571833,-13.003751,-12.932346,-0.552148,0.552148,0.459839,0.358154,28.391454,0.111203,0.009377,1085.973838,,,
0.977003,1.507753,-13.003751,-13.003336,-0.00319,0.00319,0.459839,0.471847,-2.544982,0.111203,0.177,-37.173109,,,
1.026434,1.533001,-13.003751,-12.845086,-1.23522,1.23522,0.459839,0.606782,-24.216791,0.111203,0.200759,-44.608507,,,
2.357948,0.184409,-6.32791,-6.106066,-3.633182,3.633182,-0.117288,-0.362098,67.608885,0.614272,0.540799,13.586066,,,
2.304512,0.22271,-6.32791,-6.008501,-5.315953,5.315953,-0.117288,-0.329464,64.400554,0.614272,0.68364,-10.146878,,,
2.297209,0.146922,-6.32791,-5.883138,-7.560115,7.560115,-0.117288,-0.373142,68.567621,0.614272,0.462122,32.924117,,,
2.476027,0.973943,-8.806138,-8.369143,-5.221499,5.221499,0.67931,0.437197,55.378338,1.580156,1.591589,-0.718343,,,
2.497423,1.05127,-8.806138,-8.596891,-2.433985,2.433985,0.67931,0.500815,35.640896,1.580156,1.570459,0.617435,,,
2.421931,1.046434,-8.806138,-8.591284,-2.500828,2.500828,0.67931,0.560528,21.190983,1.580156,1.648042,-4.119204,,,
0.811639,0.754959,-8.149675,-7.339722,-11.035198,11.035198,-1.181365,-1.483999,20.393099,4.167126,3.79961,9.672479,,,
0.842151,0.785191,-8.149675,-8.227161,0.941829,0.941829,-1.181365,-0.718065,-64.520708,4.167126,3.623939,14.988857,,,
0.811933,0.798899,-8.149675,-8.61052,5.352116,5.352116,-1.181365,-1.140043,-3.624608,4.167126,3.814201,9.252919,,,
2.515147,3.268923,-10.935172,-10.691562,-2.278523,2.278523,0.558229,0.390258,43.040778,0.022549,0.018536,21.649731,,,
2.432838,3.220842,-10.935172,-10.725686,-1.953125,1.953125,0.558229,0.390015,43.129958,0.022549,0.002042,1004.213419,,,
2.507032,3.141444,-10.935172,-10.712282,-2.080694,2.080694,0.558229,0.437632,27.556556,0.022549,0.058872,-61.697811,,,
1.467853,4.322271,-10.588557,-10.455965,-1.268098,1.268098,-0.23994,-0.305379,21.42877,-0.323958,-0.28413,-14.017528,,,
1.351926,4.385635,-10.588557,-10.427187,-1.547589,1.547589,-0.23994,-0.357602,32.902972,-0.323958,-0.276724,-17.069312,,,
1.308115,4.269203,-10.588557,-10.450522,-1.320836,1.320836,-0.23994,-0.38043,36.929123,-0.323958,-0.289996,-11.711445,,,
4.948274,0.513044,-9.342232,-9.059178,-3.124503,3.124503,-0.104699,-0.149887,30.148069,0.224837,0.19388,15.967398,,,
